gene_id	gene_name	.T0.s1	.T0.s2	.T0.s3	.T96.s4	.T96.s5	.T96.s6
ENSG00000020129	NCDN	440.001	570	497	709.915	337.653	330.753
ENSG00000020181	ADGRA2	70.17	118.063	91.754	1085.763	155.885	181.136
ENSG00000020219	CCT8L1P	5	0.998	8	329.41	6	8.27
ENSG00000020256	ZFP64	117	125.486	87.999	130.965	91.999	120.001
ENSG00000020426	MNAT1	69	83.961	31	33.038	62	59.001
ENSG00000020577	SAMD4A	298.634	349.251	251.891	289.904	353.726	334.222
ENSG00000020633	RUNX3	37.999	33.084	42.177	53	45.576	30.123
ENSG00000020922	MRE11	20.886	28.147	23	21.863	27.31	14.054
ENSG00000021300	PLEKHB1	8	7	13.001	21.001	19	20
ENSG00000021355	SERPINB1	6	16	20	56.567	15	9.034
ENSG00000021461	CYP3A43	3	0	0	13.185	8	7
ENSG00000021488	SLC7A9	6.054	1	4	29.127	2	7
ENSG00000021574	SPAST	430	538	403.999	245.391	257.001	283
ENSG00000021645	NRXN3	34.72	63.94	58.344	321.025	47.013	27.173
ENSG00000021762	OSBPL5	58.26	79.262	75.093	129	112.561	98.89
ENSG00000021776	AQR	262.001	331.001	214.001	243	172.508	189.999
ENSG00000021826	CPS1	17.768	31	27	17	16.536	14
ENSG00000021852	C8B	0	2	0	5.194	2	1
ENSG00000022267	FHL1	28.909	30.695	21.028	28.831	30.485	22.351
ENSG00000022277	RTF2	70	99	72	44.921	50.997	65
ENSG00000022355	GABRA1	24	12.303	13	41	10.001	8
ENSG00000022556	NLRP2	17.249	13	11	4	16	8.036
ENSG00000022567	SLC45A4	275.34	394.903	335.874	473.577	438.415	367.094
ENSG00000022840	RNF10	1440.578	1829	1405.999	1198.799	1217.156	1303.002
ENSG00000022976	ZNF839	11	13	10.193	41.036	19.961	8.072
ENSG00000023041	ZDHHC6	143.001	183.999	133	178.294	151.999	111
ENSG00000023171	GRAMD1B	265.374	334.076	264.999	319	296.489	291.002
ENSG00000023191	RNH1	28.998	73.282	52.999	77.973	57.008	54
ENSG00000023228	NDUFS1	403.592	438.421	343.263	221.987	183.407	230.235
ENSG00000023287	RB1CC1	388.957	461.034	344.001	365.823	476	390.001
ENSG00000023318	ERP44	426.976	495.654	392	327.988	317	361.986
ENSG00000023330	ALAS1	78	136.001	58	113	133.606	123.839
ENSG00000023445	BIRC3	43.999	56	36	51.001	45	66
ENSG00000023516	AKAP11	491	559	484	293	377	364
ENSG00000023572	GLRX2	50	39	21	106.289	37	40.951
ENSG00000023608	SNAPC1	0	10.838	2.654	10.049	3.574	6.524
ENSG00000023697	DERA	63	52	47	38.357	23	34
ENSG00000023734	STRAP	880.273	1026.562	839.864	484.244	519.784	615.692
ENSG00000023839	ABCC2	9.947	21.941	13.575	22.15	18.326	18.167
ENSG00000023892	DEF6	93.411	98.877	92	59.468	57.23	66
ENSG00000023902	PLEKHO1	289.871	372.463	269.797	305.454	345.31	329.626
ENSG00000023909	GCLM	177	186.242	179.457	182.411	156.001	159
ENSG00000024048	UBR2	332	383.857	297	353	388	358
ENSG00000024422	EHD2	61.948	94.347	75.975	69.244	70.266	63.266
ENSG00000024526	DEPDC1	50.189	62.356	44.999	44.042	46.117	36.572
ENSG00000024862	CCDC28A	2	3	13	15	15	15
ENSG00000025039	RRAGD	87	129.019	110	96	53	67
ENSG00000025156	HSF2	371	438	386	263.25	269.567	283.963
ENSG00000025293	PHF20	214.026	250	243	167.994	198.001	170
ENSG00000025423	HSD17B6	4	4	1	15	2	2.97
ENSG00000025434	NR1H3	36.973	50.001	15.192	34	20.999	29.604
ENSG00000025708	TYMP	24.623	20.471	29.16	24.037	22.521	17.349
ENSG00000025770	NCAPH2	505	639.999	563.999	429.153	400.001	456
ENSG00000025772	TOMM34	94	110	89	73.07	87	81
ENSG00000025796	SEC63	497.344	621.038	510.711	396.334	460.522	455.41
ENSG00000025800	KPNA6	370.999	395	354.715	197	167.985	195
ENSG00000026025	VIM	14221.075	16384.993	14437.001	6955.469	7709.883	8145.001
ENSG00000026036	RTEL1-TNFRSF6B	24.182	48.345	7.089	31.653	26.259	17.774
ENSG00000026103	FAS	48.014	48	30.76	78.579	60.001	47.07
ENSG00000026297	RNASET2	117.56	123.631	96	175.772	149.858	167.801
ENSG00000026508	CD44	28	37.999	18.218	26.56	28.371	24.277
ENSG00000026559	KCNG1	28	26	25.001	300	37.255	14
ENSG00000026652	AGPAT4	93	91.72	86	117.533	106.901	132.902
ENSG00000026751	SLAMF7	13	11	9	8.98	3	5
ENSG00000026950	BTN3A1	8.394	9	14	19.874	21.988	32.505
ENSG00000027001	MIPEP	24	19.008	5	8	12	11
ENSG00000027075	PRKCH	23.833	18.001	15.001	39.702	19.99	14.001
ENSG00000027644	INSRR	745.091	1052.989	782.978	730.057	1415.951	885.525
ENSG00000027697	IFNGR1	14	36	50	36	17	18.143
ENSG00000027847	B4GALT7	117.938	138.998	89.763	159	334.063	208
ENSG00000027869	SH2D2A	11	7	2	16.999	9	8
ENSG00000028116	VRK2	0	4	4	32.437	6	2
ENSG00000028137	TNFRSF1B	24	14	17	15.509	23	31
ENSG00000028203	VEZT	126.999	134.999	122	125	135.001	157.999
ENSG00000028277	POU2F2	175.087	224.85	129	149.119	188.578	172.998
ENSG00000028310	BRD9	140.963	123.003	111.845	358.954	102.708	135.028
ENSG00000028528	SNX1	234.133	293.685	239.337	203.813	163.001	207.001
ENSG00000028839	TBPL1	290.999	360	228	276.817	289.999	287.999
ENSG00000029153	BMAL2	18	27	20	86	16	16
ENSG00000029363	BCLAF1	2297.683	2991.306	2266.037	2312.519	1481.056	1704.854
ENSG00000029364	SLC39A9	114.001	122.999	111	107	129	120.999
ENSG00000029534	ANK1	46	58.013	36.127	69.392	58.294	51.119
ENSG00000029559	IBSP	1.153	12.814	13.53	6.467	10.24	2.122
ENSG00000029639	TFB1M	30	29.001	18	53.37	31.004	39.948
ENSG00000029725	RABEP1	752.001	853	710	475.622	518	545.325
ENSG00000029993	HMGB3	474.791	576.254	506.078	305.822	321.748	388.54
ENSG00000030066	NUP160	339.761	430.904	346.001	203.245	278.275	245.03
ENSG00000030110	BAK1	1.067	5.151	2	4.046	6.863	0
ENSG00000030304	MUSK	11.006	7	6	32	17.236	5.489
ENSG00000030419	IKZF2	27	14	11	43.276	18.417	16
ENSG00000030582	GRN	174	196.128	191	268.975	288	356.986
ENSG00000031003	FAM13B	423.999	508	309.21	381.698	337.999	291
ENSG00000031081	ARHGAP31	114.259	187.348	225.995	266.899	282.16	178.962
ENSG00000031691	CENPQ	16	27	12	24	21	16
ENSG00000031698	SARS1	1301.999	1521.94	1119.16	1778.983	1879.001	2248.398
ENSG00000031823	RANBP3	91.93	110.986	152.001	94.711	66.998	86
ENSG00000032219	ARID4A	156.999	152	149.999	98.276	81.677	66
ENSG00000032389	EIPR1	36	28.001	34.57	39.944	24.18	30
ENSG00000032444	PNPLA6	554.297	737.794	594.343	551.578	1017.873	788.778
ENSG00000032742	IFT88	27	48	50.001	20.268	18	14.001
ENSG00000033011	ALG1	44.412	68.287	49.013	40.436	85.55	63.798
ENSG00000033030	ZCCHC8	91.885	121.001	110.374	45	62.066	47.001
ENSG00000033050	ABCF2	108.599	174.44	165.158	153.981	79.729	169.097
ENSG00000033100	CHPF2	132.999	115	90	199.58	146	140.819
ENSG00000033122	LRRC7	79	81.694	68	105.252	83	73.001
ENSG00000033170	FUT8	190.001	215.996	146	106.264	129	116.001
ENSG00000033178	UBA6	101.001	130.869	86	89.781	80.025	76
ENSG00000033327	GAB2	60.252	94.195	82.155	123.039	169.217	157.002
ENSG00000033627	ATP6V0A1	620.97	728.08	779.131	440.908	518.188	551.897
ENSG00000033800	PIAS1	190	225.375	210.001	133.004	136.001	141.999
ENSG00000033867	SLC4A7	134.227	159.543	176.001	179.115	183.001	172.978
ENSG00000034053	APBA2	35	40.991	33	69.458	44.013	29.384
ENSG00000034152	MAP2K3	152.415	158.868	122.62	66.46	56.001	69.273
ENSG00000034239	CLXN	3.876	9	1	5	7	7
ENSG00000034510	TMSB10	2865.35	3918.784	3076.448	2779.239	3254.527	3688.304
ENSG00000034533	ASTE1	8	19	3	12.533	7.976	8
ENSG00000034677	RNF19A	238.74	221.724	183	148.456	149.124	230.725
ENSG00000034693	PEX3	57	57.939	56	50.647	40	34.001
ENSG00000034713	GABARAPL2	467	644.59	460.044	381.14	428	476
ENSG00000034971	MYOC	2.001	6	3	15	4	3.412
ENSG00000035115	SH3YL1	16.014	28.163	11	86.256	55.183	49.744
ENSG00000035141	FAM136A	278.052	307.167	230.051	204.895	176.116	257.712
ENSG00000035403	VCL	868.519	1199.216	905.569	203.257	234.719	244.58
ENSG00000035499	DEPDC1B	156	166	143.999	71.155	87.87	97
ENSG00000035664	DAPK2	157.04	235.702	178.205	352.299	292.282	229.996
ENSG00000035681	NSMAF	75.02	91	98.987	71	59.432	57.001
ENSG00000035687	ADSS2	337.842	415.942	290.999	203.519	282.999	233
ENSG00000035720	STAP1	4	3	13	108.677	18	11.8
ENSG00000035862	TIMP2	254	307.828	224.437	255.582	282.001	314.838
ENSG00000035928	RFC1	256.999	312.002	230	164.999	129	143
ENSG00000036054	TBC1D23	94.001	150.001	114	127.769	131.911	133
ENSG00000036257	CUL3	1334	1797.358	1280	652.225	745.595	824.007
ENSG00000036448	MYOM2	5.999	7	5	15.318	6	4
ENSG00000036473	OTC	5	4	3	5	3	3
ENSG00000036530	CYP46A1	42	70	72	38.499	51	43
ENSG00000036549	ZZZ3	440.874	525.574	420.907	352.6	390.494	442.019
ENSG00000036565	SLC18A1	8	1	6	15.936	2	4
ENSG00000036672	USP2	13	23.023	22	103.81	20.003	25.153
ENSG00000036828	CASR	25.925	48.779	38.273	189.088	23.018	40.666
ENSG00000037042	TUBG2	187.262	254.846	137.707	113.484	105.743	115.634
ENSG00000037241	RPL26L1	75.749	98.314	70.994	51.759	49.504	83.854
ENSG00000037280	FLT4	379.261	558.526	159.297	962.504	979.304	1024.872
ENSG00000037474	NSUN2	651.001	701.202	648	427.941	457	390.001
ENSG00000037637	FBXO42	338	406	299	316	284	333
ENSG00000037749	MFAP3	51	53	50	47.001	52	50
ENSG00000037757	MRI1	20.175	28	28	16.569	25	32
ENSG00000037897	METTL1	37.313	55.999	62	33.001	22	21.295
ENSG00000037965	HOXC8	23	13.104	2	13	19.885	29
ENSG00000038002	AGA	41	60	34.999	29.197	37.996	40
ENSG00000038210	PI4K2B	18	24	13	19	16	31.176
ENSG00000038219	BOD1L1	175.377	272.395	149.371	172.551	128.138	149.044
ENSG00000038274	MAT2B	256.733	364	247	211.011	226	250.898
ENSG00000038295	TLL1	15	15.303	8	16.133	20	13
ENSG00000038358	EDC4	273.981	344.332	274.419	128.303	148.846	176.512
ENSG00000038382	TRIO	1408.802	1674.573	1389.851	1895.488	2413.143	2215.178
ENSG00000038427	VCAN	99	124.974	123	132.984	78.001	106.044
ENSG00000038532	CLEC16A	236.845	261.765	262.33	162.985	128.292	154.079
ENSG00000038945	MSR1	13	6.265	12	16	8	9
ENSG00000039068	CDH1	13.001	14.129	10	20.007	13.003	10.511
ENSG00000039123	MTREX	716	805.999	638.999	323.298	437.001	449
ENSG00000039139	DNAH5	39.069	47	45	67	48.343	36.061
ENSG00000039319	ZFYVE16	121.97	111.999	90	99.654	86.111	114.108
ENSG00000039523	RIPOR1	298.634	404	291	221.433	371.59	318
ENSG00000039537	C6	17	8	12	6	7	13
ENSG00000039560	RAI14	19	35	30.035	32.508	29	30
ENSG00000039600	SOX30	22.97	21.265	12.999	27.127	18	27.236
ENSG00000039650	PNKP	589.943	885.739	522.039	567.931	1036.352	712.26
ENSG00000039987	BEST2	6.483	21	6	7.189	23	20
ENSG00000040199	PHLPP2	113.46	132.001	81.493	76.409	104.43	77.438
ENSG00000040275	SPDL1	37	70.001	27	25.033	22.999	33.001
ENSG00000040341	STAU2	140.377	140	149.747	128.789	107.89	167.721
ENSG00000040487	SLC66A1	15	21	22	37.096	22	19
ENSG00000040531	CTNS	24	24.063	21	13	18	17
ENSG00000040608	RTN4R	16	13.571	6	40.357	15	12
ENSG00000040633	PHF23	225	227.134	196.577	115.006	109.234	186.605
ENSG00000040731	CDH10	3	10	0	7	6	6
ENSG00000040933	INPP4A	137.807	145.019	113.002	173.668	179.301	155.409
ENSG00000041353	RAB27B	6	15	10	2.001	16	5
ENSG00000041357	PSMA4	1345.999	1497.998	1126.01	645.999	676.999	779.999
ENSG00000041515	MYO16	6.46	20.833	20.998	36.351	24.176	27.138
ENSG00000041802	LSG1	165	218.979	192.001	134.501	146	152.995
ENSG00000041880	PARP3	20	25	43.944	23	21	19
ENSG00000041982	TNC	64.95	60.914	46.529	54.992	39.5	47.871
ENSG00000041988	THAP3	45	50	50.901	35.605	37	17.12
ENSG00000042062	RIPOR3	13.002	22	16	78.214	15	17
ENSG00000042088	TDP1	64.999	112.001	40	58.207	87.226	57
ENSG00000042286	AIFM2	23.012	30.012	39	42	39.999	52.985
ENSG00000042304	C2orf83	0	2	1	2	1	1
ENSG00000042317	SPATA7	24	23.999	26.999	30	33.999	26
ENSG00000042429	MED17	211.042	241.998	232.049	171.414	166.003	158.997
ENSG00000042445	RETSAT	15.115	30	32.545	20.029	12.536	12.001
ENSG00000042493	CAPG	23.001	39	21	129.407	25	22
ENSG00000042753	AP2S1	236	267	204	117.598	132	162.841
ENSG00000042781	USH2A	20	25.133	16	47.814	25.188	22
ENSG00000042813	ZPBP	0	5	0	4	4	0
ENSG00000042832	TG	35.112	32.999	23.087	74.5	35.997	24.998
ENSG00000042980	ADAM28	10	13	11	35.646	17	16
ENSG00000043039	BARX2	11	8	14	30.962	14	8.003
ENSG00000043093	DCUN1D1	328.994	436.955	306.954	275.999	321.986	300.999
ENSG00000043143	JADE2	623.953	714.999	690.001	310.605	288.701	312.686
ENSG00000043355	ZIC2	293.416	436.292	231.211	784.909	588.208	414.067
ENSG00000043462	LCP2	2	11	5	16	6	8
ENSG00000043514	TRIT1	20	38	20	21	22	44.001
ENSG00000043591	ADRB1	24	57.04	58.111	93.296	61	56.042
ENSG00000044012	GUCA2B	1	1	0	0	1	2
ENSG00000044090	CUL7	274.476	331.067	196.635	300.655	340.858	381.052
ENSG00000044115	CTNNA1	1665.056	2139.762	1823.121	778.959	799.825	842.921
ENSG00000044446	PHKA2	67.697	122.421	60.288	79.56	97.525	66.433
ENSG00000044459	CNTLN	49.999	39	35	55	61.001	54.999
ENSG00000044524	EPHA3	5	9	4	13	6	5
ENSG00000044574	HSPA5	3249.891	4313.011	3265.049	2761.565	3069.578	3276.144
ENSG00000046604	DSG2	39.11	38.052	51.002	61.664	41.493	38.1
ENSG00000046647	GEMIN8	4	8.14	13	13.556	2.013	3
ENSG00000046651	OFD1	82.387	79.353	73.801	89.429	75.961	87.879
ENSG00000046653	GPM6B	317.999	383.924	248.979	314.584	320.685	325.516
ENSG00000046774	MAGEC2	9	10.999	1	13	7	7
ENSG00000046889	PREX2	54	56.687	80.759	48.953	29.021	38.899
ENSG00000047056	WDR37	97	140	148.86	164.764	100.088	119.512
ENSG00000047188	YTHDC2	118.971	168.291	123.001	160.991	129	113
ENSG00000047230	CTPS2	97	118	95.014	63	106	102
ENSG00000047249	ATP6V1H	352	480.938	255.113	247	385.864	376
ENSG00000047315	POLR2B	1098	1556.257	1019	719.985	1077.947	681.999
ENSG00000047346	ATOSA	20	23.826	5	142.138	32	21
ENSG00000047365	ARAP2	42.21	108	71	51	167.455	51
ENSG00000047410	TPR	2936.689	3653.298	2890.318	1692.7	1858.689	2075.106
ENSG00000047457	CP	12	9	14	21.893	7.619	21.001
ENSG00000047578	KATNIP	52.219	60.521	42	101.202	75.232	70.046
ENSG00000047579	DTNBP1	64.999	82.843	56	44.794	46	54
ENSG00000047597	XK	4	12	11	26	5	1
ENSG00000047617	ANO2	6	7	3	17.84	7	10
ENSG00000047621	C12orf4	87.001	94.001	87	209	124.001	103
ENSG00000047634	SCML1	4	1.15	9.375	4	1	6
ENSG00000047644	WWC3	32.428	41.475	50.428	47.049	42.844	29.582
ENSG00000047648	ARHGAP6	49.999	376.339	285.463	346.854	560.978	442.131
ENSG00000047662	FAM184B	37	48.814	61.232	41.894	30	45
ENSG00000047849	MAP4	219.642	227.485	209.999	242.968	229.007	207.999
ENSG00000047932	GOPC	155	182.249	153	42.041	76.701	103
ENSG00000047936	ROS1	19.048	24.187	18.288	36.335	23.869	36.604
ENSG00000048028	USP28	208.119	196.892	154.625	165.725	219.067	163.02
ENSG00000048052	HDAC9	223.639	315.651	211.735	112.399	131.365	117.803
ENSG00000048140	TSPAN17	117	160.999	93.999	131.125	127	179.018
ENSG00000048162	NOP16	134	203.001	158.001	107.9	85.998	99.999
ENSG00000048342	CC2D2A	31	51.997	41.052	75.401	36.001	36.001
ENSG00000048392	RRM2B	38	41.895	28.999	37	52.999	57.104
ENSG00000048405	ZNF800	378.031	413	364.999	271.942	326	333.183
ENSG00000048462	TNFRSF17	5	11	5	4	5	12
ENSG00000048471	SNX29	63.358	37.472	47.639	42.238	40.716	52.631
ENSG00000048540	LMO3	36	25	13	297.002	25	29.001
ENSG00000048544	MRPS10	31.289	38.592	19.696	23.866	22	40.071
ENSG00000048545	GUCA1A	2.199	9.66	5	12.999	14.071	3.97
ENSG00000048649	RSF1	660.582	904.241	645.94	963.966	519.698	514.069
ENSG00000048707	VPS13D	441.999	496.963	420.999	497.706	548.534	576
ENSG00000048740	CELF2	86.036	135.482	105.086	189.258	162.213	167.192
ENSG00000048828	FAM120A	1262.397	1455.715	1201.233	619.439	636.519	774.77
ENSG00000048991	R3HDM1	892.999	975.962	667.999	706.876	747.052	800.076
ENSG00000049089	COL9A2	7	15	16	16	8	10.998
ENSG00000049130	KITLG	17	8.008	9.051	12.093	8	11.012
ENSG00000049167	ERCC8	66.257	67.206	54	57.086	55.223	57.87
ENSG00000049192	ADAMTS6	32.999	37.999	33	51.19	50	61
ENSG00000049239	H6PD	110.051	114.964	146	152	196.785	33.564
ENSG00000049245	VAMP3	120	153	99	66	49	85.999
ENSG00000049246	PER3	16	25	14	21.033	15	30.203
ENSG00000049247	UTS2	0	2	2	0	6	2
ENSG00000049249	TNFRSF9	25	49	14	34	13	13.001
ENSG00000049283	EPN3	23	22.467	13.661	30.007	15.419	9.201
ENSG00000049323	LTBP1	80.07	112.444	56.039	54.656	193.893	132.413
ENSG00000049449	RCN1	99.718	160.299	127.251	114.563	112.942	133.198
ENSG00000049540	ELN	64	69.007	53.998	53.51	62.117	59
ENSG00000049541	RFC2	21	35.074	39	24	28	27
ENSG00000049618	ARID1B	1723.08	2228.468	1923.124	1054.136	1209.474	1363.089
ENSG00000049656	CLPTM1L	342.836	327.559	345	499.263	270	284.999
ENSG00000049759	NEDD4L	126.804	198.458	143.277	313.812	201.25	147.102
ENSG00000049768	FOXP3	5	6.012	2	4.017	5	5.009
ENSG00000049769	PPP1R3F	22.286	21.449	19.288	36.888	30.29	32.552
ENSG00000049860	HEXB	57.844	49	37	135.763	50.189	44.055
ENSG00000049883	PTCD2	69.573	70.8	61	43.03	59.776	41.352
ENSG00000050030	NEXMIF	26.435	30.647	34.033	50.165	54.269	40.891
ENSG00000050130	JKAMP	111	119	103.999	93.024	105	92.232
ENSG00000050165	DKK3	216.96	281.082	194	246.893	228.102	223.999
ENSG00000050327	ARHGEF5	0	1.582	10.228	31.1	17	0
ENSG00000050344	NFE2L3	119.687	160.875	123.185	155.883	208.01	174.946
ENSG00000050393	MCUR1	16	51.868	32	38.368	60.272	40.847
ENSG00000050405	LIMA1	107	80.999	84.001	35.794	26	33.999
ENSG00000050426	LETMD1	160.001	176.001	152	166.616	157	223
ENSG00000050438	SLC4A8	357.29	405.688	344.686	319.076	293.912	356.073
ENSG00000050555	LAMC3	41	50.997	59.985	69.583	42	40
ENSG00000050628	PTGER3	16	18.404	13	26.477	14	14
ENSG00000050730	TNIP3	8	6	0	4.155	7.679	3.637
ENSG00000050748	MAPK9	202.999	274.998	262	288.017	280	277.005
ENSG00000050767	COL23A1	31.519	19.321	11.761	30.287	32.173	27.852
ENSG00000050820	BCAR1	287.211	481.707	289.688	234.178	234.284	202.267
ENSG00000051009	FHIP1B	209	193	202	142.302	174	181
ENSG00000051108	HERPUD1	191.002	173.996	131.999	258.999	376.001	302
ENSG00000051128	HOMER3	120	39	50.821	47.484	32.001	42.787
ENSG00000051180	RAD51	104.997	150	132.001	72	79.999	79
ENSG00000051341	POLQ	114.477	109.999	65.997	43.252	72	63
ENSG00000051382	PIK3CB	54	62.999	42	53.238	72	33
ENSG00000051523	CYBA	26.221	15.56	16	31.97	20.897	15
ENSG00000051596	THOC3	87.505	97.349	59.01	38.501	36.105	45.19
ENSG00000051620	HEBP2	50	88	73	306.351	68	71
ENSG00000051825	MPHOSPH9	25	32.001	20	21.874	11.001	23.999
ENSG00000052126	PLEKHA5	243.795	296.355	263.132	383.15	307.038	306.887
ENSG00000052344	PRSS8	1.821	11	14.003	7.163	9.99	4.973
ENSG00000052723	SIKE1	34	35.236	31	39.962	24.999	25
ENSG00000052749	RRP12	440.995	503.415	488.027	336.255	323.001	330.702
ENSG00000052795	FNIP2	233	288.001	247.005	310.997	178.995	196.001
ENSG00000052802	MSMO1	59	77	48	94	77	84
ENSG00000052841	TTC17	165	141	149.999	146.108	141.054	160.201
ENSG00000052850	ALX4	45	44.397	44.958	40.082	46.603	49
ENSG00000053108	FSTL4	2	3.013	4.028	51.883	10.86	7.572
ENSG00000053254	FOXN3	388.001	474.028	398.313	461.381	476.229	449.939
ENSG00000053328	METTL24	7.485	6.537	6.574	18.018	23.026	11.815
ENSG00000053371	AKR7A2	54.645	79.499	52.682	59.541	50.976	56
ENSG00000053372	MRTO4	345.3	456.27	260.279	216.817	210.254	246.755
ENSG00000053438	NNAT	4	0	5	5.305	0	0
ENSG00000053501	USE1	151	148.001	158	106	102.999	114
ENSG00000053524	MCF2L2	81.333	357.96	454.881	627.957	726.658	692.576
ENSG00000053702	NRIP2	0	8.841	9	15.561	9.232	16.57
ENSG00000053747	LAMA3	23.999	21	7	33.208	34.009	19.634
ENSG00000053770	AP5M1	69	110	79	51.656	46.695	37.812
ENSG00000053900	ANAPC4	342	338.001	272	163.999	230.999	226
ENSG00000053918	KCNQ1	19.046	30.043	20.001	54.318	20.393	9
ENSG00000054116	TRAPPC3	99	126.001	91	82	90	73.001
ENSG00000054118	THRAP3	1049.925	1346.488	1142.525	657.411	590.734	753.42
ENSG00000054148	PHPT1	47.162	61.997	35	24.252	34	36.092
ENSG00000054179	ENTPD2	3	11.059	9.032	11.105	11.046	8.036
ENSG00000054219	LY75	49.742	22.696	57.055	46.081	20.154	60
ENSG00000054267	ARID4B	412.54	548.661	361.559	325.63	371.225	392
ENSG00000054277	OPN3	1.508	6	17.234	14.965	3.873	11.201
ENSG00000054282	SDCCAG8	34.954	49.001	65.616	37	12.051	52.477
ENSG00000054356	PTPRN	230.01	280.999	213.001	343.422	272.963	294
ENSG00000054392	HHAT	28	18	23	25	23.994	32
ENSG00000054523	KIF1B	2481.88	2961.547	2443.706	1885.9	1783.225	1811.997
ENSG00000054598	FOXC1	43	38.473	27.094	77.355	76	74.208
ENSG00000054611	TBC1D22A	94.999	126	127.001	96.123	79	126.931
ENSG00000054654	SYNE2	1862.595	2525.824	1899.947	2146.035	3564.253	3382.785
ENSG00000054690	PLEKHH1	65	77.683	46.001	80.604	55.453	47
ENSG00000054793	ATP9A	51.339	137.126	32	82.901	135.63	120.813
ENSG00000054796	SPO11	0	0	0	0	1	4
ENSG00000054803	CBLN4	2	7	3	91.175	5.094	2
ENSG00000054938	CHRDL2	19.001	19	37	439.178	22	14
ENSG00000054965	FAM168A	255	373	281	192.529	200.999	217.99
ENSG00000054967	RELT	66.001	106.841	68.149	59.499	51.167	38.064
ENSG00000054983	GALC	66.999	47	55.575	96.126	94.629	72.52
ENSG00000055044	NOP58	1679.885	1933.037	1426.014	538.038	628.236	702.566
ENSG00000055070	SZRD1	969.001	1054.91	942	399.391	430.932	525
ENSG00000055118	KCNH2	539.084	639.575	462.935	342.224	499.488	432.753
ENSG00000055130	CUL1	465.9	565.832	446.99	329.001	299.998	372.994
ENSG00000055147	FAM114A2	56.786	75.999	59	57.361	73.9	58
ENSG00000055163	CYFIP2	312.146	351.329	384.975	373.602	336.968	354.832
ENSG00000055208	TAB2	1119	1214.001	981.001	838.631	843	904.772
ENSG00000055211	GINM1	999.826	1061.635	895.698	1115.007	1033.234	1155
ENSG00000055332	EIF2AK2	34	28	38.132	36.95	27	12.206
ENSG00000055483	USP36	132.078	154.138	159	128.617	128.416	142
ENSG00000055609	KMT2C	1245.233	1563.334	1347.515	829.28	971.686	845.431
ENSG00000055732	MCOLN3	48	56.999	37	74.941	62	48
ENSG00000055813	CCDC85A	19	23.694	7.003	13.999	13	15
ENSG00000055917	PUM2	2420	3053.001	2385.018	1309	1521.999	1485
ENSG00000055950	MRPL43	968	1285.457	1013.993	760.079	927.004	1001.004
ENSG00000055955	ITIH4	9.677	2	8.256	5.48	10	5.123
ENSG00000055957	ITIH1	11	10.44	22	29.001	2	9
ENSG00000056050	HPF1	153.931	259.619	178.158	161.161	161.377	157.919
ENSG00000056097	ZFR	878	1056	971.969	758	779.875	816.999
ENSG00000056277	ZNF280C	50.895	55	52	29.037	53	60
ENSG00000056291	NPFFR2	6	3	0	12.001	7	6
ENSG00000056487	PHF21B	282.999	399.586	337.017	150.999	202.999	205.627
ENSG00000056558	TRAF1	12.998	15.998	10.041	8.966	18	8
ENSG00000056586	RC3H2	2119.999	2497	2177.999	1298.999	1251.893	1421.001
ENSG00000056736	IL17RB	40.721	56.211	35	10.007	8	48.84
ENSG00000056972	TRAF3IP2	76.999	113	138.999	95.821	64.001	103.002
ENSG00000056998	GYG2	8	1	3.085	1145.539	4.282	3
ENSG00000057019	DCBLD2	431	443.811	412.001	378.775	421.999	424.111
ENSG00000057149	SERPINB3	1	0	0	23	1	0
ENSG00000057252	SOAT1	68	70	95	115.162	20	30
ENSG00000057294	PKP2	44.03	67.502	48.326	63.876	31.791	23.039
ENSG00000057468	MSH4	2.187	2	5	4	5	2
ENSG00000057593	F7	91	93.206	95	199.159	49	78
ENSG00000057608	GDI2	1259.281	1427.496	1126.373	727.259	793.502	864.518
ENSG00000057657	PRDM1	22.001	14	23.585	21.001	20	13.581
ENSG00000057663	ATG5	140	166.003	94.001	84.023	127.999	128.167
ENSG00000057704	TMCC3	65.999	77	94.986	40	27.001	51.999
ENSG00000057757	PITHD1	307.002	325	344.005	182.978	216.001	241.004
ENSG00000057935	MTA3	109.999	126.607	119.242	113.646	117.201	138.001
ENSG00000058056	USP13	184.053	153.188	118.916	175.104	199.368	164.686
